Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
1293467;1000532035893;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,486;6,128;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,944;2;0,9956375;0;;1;Nothing tracked;;;0;
1293468;1000532035898;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,486;6,127;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,944;2;1;0;;1;Nothing tracked;;;0;
1293469;1000532035903;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,486;6,127;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,944;2;1;0;;1;Nothing tracked;;;0;
1293470;1000532035908;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,126;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,944;2;1;0;;1;Nothing tracked;;;0;
1293471;1000532035913;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,125;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293472;1000532035918;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,124;12,619;0,971;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,151;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293473;1000532035923;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,123;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,152;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293474;1000532035928;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,123;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,152;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293475;1000532035933;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,122;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,152;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293476;1000532035938;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,120;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,152;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293477;1000532035943;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,118;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,150;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293478;1000532035948;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,485;6,116;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,147;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293479;1000532035953;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,484;6,113;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,145;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293480;1000532035958;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,484;6,111;12,619;0,972;VALID;-0,039;-0,049;0,998;0,030;0,000;0,000;0,475;6,143;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293481;1000532035963;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,484;6,111;12,619;0,972;VALID;-0,040;-0,049;0,998;0,030;0,000;0,000;0,475;6,143;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293482;1000532035968;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,049;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,049;0,999;-0,030;0,000;0,000;0,484;6,110;12,619;0,972;VALID;-0,040;-0,049;0,998;0,030;0,000;0,000;0,475;6,142;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
1293483;1000532035973;63866411322249;0,049;1,642;0,496;0,086;-0,379;0,056;VALID;-0,014;-0,050;0,999;0,000;0,000;0,000;62,450;VALID;0,011;-0,050;0,999;-0,030;0,000;0,000;0,484;6,108;12,619;0,972;VALID;-0,040;-0,050;0,998;0,030;0,000;0,000;0,475;6,141;12,941;0,945;2;1;0;;1;Nothing tracked;;;0;
